ID,Flag_Cliente,Edad,Genero,Flag_Upgrade,MOB,DiasMora_201501,DiasMora_201502,DiasMora_201503,DiasMora_201504,DiasMora_201505,DiasMora_201506,NroPagosMensuales_u6m,FlagRefRCC_u12m,ClasRCC_u12m,NroEntRCC_TC,DeudaTC,LineaTC,NroTransacciones_PagaLaMitad_u12m,NroTransacciones_DispEfectivo_u12m,SaldoTotal_maximo_u12m
5004370,0,34,0,0,20,10,0,10,0,0,10,3,1,0,4,124.59,3000,0,0,221.49
5004403,1,30,0,0,20,0,0,0,0,0,0,6,1,0,1,1065.35,2500,0,0,1065.35
5004550,0,27,1,0,20,41,0,0,0,11,41,1,1,4,4,198.02,450,1,0,389.44
5004718,0,34,0,1,19.9666666666667,0,1,0,1,1,0,3,1,0,3,576.89,500,2,0,670.61
5004727,1,47,0,0,19.9666666666667,0,0,0,0,0,10,5,1,0,1,337.46,20000,0,0,2157.61
5004771,0,43,1,0,19.9666666666667,0,0,0,11,0,0,4,1,4,2,407.07,700,0,1,719.75
5004797,1,31,1,0,19.9666666666667,0,0,0,0,6,0,4,1,0,2,318.35,700,2,0,691.95
5004896,0,23,1,0,19.9666666666667,0,0,0,11,11,10,2,1,3,3,1321.12,1600,3,3,1587.13
5004994,0,28,0,0,19.9666666666667,5,6,5,36,0,0,2,0,2,5,414.27,500,2,0,587.96
5005048,0,29,0,0,19.9666666666667,10,0,10,41,0,0,1,1,2,4,339.44,500,0,0,738.26
5005129,1,26,0,0,19.9333333333333,10,11,10,11,11,10,3,1,1,4,270.11,500,1,5,537.55
5005409,1,24,0,0,19.9333333333333,0,1,0,1,1,0,2,1,1,5,173.35,650,0,0,871.71
5005429,1,32,0,0,19.9333333333333,0,11,10,0,0,0,2,1,1,4,386.69,1000,0,1,441.12
5005555,0,40,0,0,19.9333333333333,10,11,0,11,11,0,2,1,0,5,269.69,900,2,2,906.17
5005560,0,27,0,0,19.9333333333333,0,6,0,6,37,0,2,1,0,5,499.11,500,0,0,499.11
5005623,1,28,0,0,19.9333333333333,0,0,0,0,0,0,4,1,0,1,725.95,500,0,0,725.95
5005839,1,36,0,0,19.9,0,0,0,0,0,0,5,1,0,1,204.98,1250,0,0,983.18
5005846,0,30,0,0,19.9,5,6,0,0,0,5,1,1,0,5,772.19,900,0,0,772.19
5005897,0,36,0,0,19.9,0,0,5,6,0,5,2,1,0,3,526.25,700,5,0,526.25
5005967,0,36,1,1,19.9,0,1,0,1,32,0,2,1,0,5,228.17,500,0,1,543.78
5006000,0,47,1,0,19.9,0,0,5,6,37,36,2,1,0,4,914.89,1300,0,6,1354.59
5006110,0,56,1,1,19.8666666666667,5,6,5,0,6,5,2,1,1,5,516.63,500,3,0,529.39
5006143,1,39,0,0,19.8666666666667,0,0,0,0,0,0,5,1,0,1,2253.72,2450,0,0,2779.26
5006207,1,44,0,1,19.8666666666667,0,0,0,0,0,0,5,1,0,1,162.48,1400,0,0,550.15
5006222,0,26,0,0,19.8666666666667,0,6,5,6,0,5,2,1,0,4,334.13,2680,0,0,509.53
5006318,0,24,1,0,19.8666666666667,5,0,0,0,0,5,4,1,0,1,1247.45,1300,1,0,1524.91
5006406,0,21,0,0,19.8666666666667,0,26,25,0,0,0,2,1,1,5,1251.91,1800,0,0,1631.45
5006407,0,23,1,0,19.8666666666667,36,36,5,0,6,5,2,1,0,4,622.3,700,1,0,749.97
5006605,0,32,0,1,19.8333333333333,0,6,36,6,6,36,1,1,2,5,554.68,600,0,0,619.95
5006637,0,29,1,0,19.8333333333333,0,0,5,6,37,0,2,1,1,4,50.67,500,2,2,606.62
5006689,1,39,0,0,19.8333333333333,0,0,5,0,6,0,3,1,0,2,2444.6,2950,6,0,3367.57
5006721,1,40,1,1,19.8333333333333,0,0,0,0,0,0,5,1,0,1,300.06,500,2,2,352.93
5006728,1,30,0,0,19.8333333333333,0,0,0,0,0,0,4,1,0,1,50.87,2500,0,0,329.74
5006860,0,32,1,0,19.8333333333333,5,6,5,6,6,5,1,1,1,5,701.46,750,3,0,765.26
5006874,0,32,0,0,19.8333333333333,5,36,5,6,6,5,2,1,0,5,462.93,600,0,0,601.52
5006899,1,32,1,0,19.8,0,0,0,0,0,0,5,1,0,1,97.75,2000,0,2,1991.74
5006926,0,33,0,0,19.8,5,6,0,6,6,36,2,1,2,5,477.37,500,2,0,586.15
5006982,0,39,0,1,19.8,36,6,5,36,0,5,1,1,4,5,561.03,500,0,0,562.41
5006999,0,30,0,0,19.8,0,6,5,0,0,0,4,1,0,1,1887.98,2300,0,14,2175.45
5007029,0,31,0,0,19.8,36,6,5,6,6,5,1,1,2,5,305.37,300,0,0,305.37
5007056,0,28,1,0,19.8,5,36,5,6,0,0,3,1,0,2,25.23,800,0,2,168.99
5007179,1,46,0,1,19.8,0,6,5,6,37,0,2,0,1,4,518.5,500,0,4,627.74
5007238,0,63,0,1,19.7666666666667,5,6,5,6,37,36,2,1,2,5,227.4,1300,1,0,1109.83
5007241,1,24,1,0,19.7666666666667,5,0,0,0,0,5,5,1,0,1,1089.59,2000,0,0,1089.59
5007359,0,60,1,0,19.7666666666667,0,0,5,6,6,0,2,1,0,5,344.08,800,0,2,493.09
5007645,0,23,1,0,19.7333333333333,0,1,0,1,1,31,2,1,2,5,453.29,500,0,0,518.81
5007747,0,53,0,1,19.7333333333333,0,1,0,1,1,0,4,1,0,2,968.01,1500,4,5,1495.72
5007769,0,57,0,1,19.7333333333333,0,1,31,0,0,0,2,1,0,5,858.12,1000,0,0,1019.68
5007831,1,33,1,0,19.7333333333333,0,0,0,1,0,0,5,1,0,1,901.72,950,1,0,1279.18
5007843,1,53,1,0,19.7333333333333,0,0,0,1,1,0,6,1,0,1,72.21,1200,0,0,311.79
5007856,0,27,0,0,19.7333333333333,0,1,0,1,1,0,4,1,0,2,663.6,950,0,1,873.83
5007903,0,25,0,0,19.7333333333333,0,31,0,1,32,0,2,1,0,5,224.37,500,0,1,477.38
5007959,0,30,1,0,19.7333333333333,0,1,0,1,32,31,2,1,0,5,2102.63,2000,0,0,2102.63
5007985,0,27,0,0,19.7333333333333,0,1,0,1,1,0,2,1,3,5,396.76,400,0,2,396.76
5008042,0,56,0,0,19.7,0,1,0,1,1,31,4,1,1,3,732.4,700,4,3,820.59
5008204,0,35,1,0,19.7,0,1,0,31,32,31,2,1,2,5,68.07,300,0,0,320.08
5008236,0,32,1,1,19.7,0,1,31,62,1,31,1,1,1,5,261.79,1000,0,0,742.23
5008276,1,23,1,0,19.7,0,1,0,0,1,0,3,1,0,1,676.46,1000,0,0,901.61
5008296,0,37,1,0,19.7,0,31,0,31,32,0,2,1,0,5,124.38,800,0,0,782.1
5008397,0,25,0,0,19.7,0,1,0,0,0,0,5,1,0,1,2414.71,3650,1,2,4440.86
5008408,0,26,0,0,19.7,0,0,0,0,1,0,2,1,0,3,349.26,500,0,0,508.41
5008411,0,61,1,1,19.7,0,1,0,1,1,0,6,1,0,1,40.15,2500,0,0,80.01
5008444,0,45,0,0,19.7,0,0,0,0,1,31,4,1,1,1,541.41,800,0,0,607.09
5008508,0,32,0,1,19.7,0,0,15,0,16,15,2,1,2,4,905.75,1150,3,9,1381.2
5008780,1,24,0,0,19.6666666666667,0,0,0,1,0,0,3,1,0,1,1407.27,1400,0,2,1487.1
5008886,1,26,0,0,19.6666666666667,31,1,31,31,1,0,2,1,0,5,343.35,800,1,0,1298.17
5008933,0,22,1,0,19.6666666666667,0,0,0,0,0,0,4,1,0,2,509.24,900,4,4,915.01
5009094,1,36,1,0,19.6333333333333,0,1,0,0,1,0,3,1,0,3,161.78,500,0,0,543.15
5009256,0,40,1,0,19.6333333333333,0,1,0,1,1,0,3,1,0,3,315.32,500,2,5,547.54
5009259,0,34,1,0,19.6333333333333,0,1,0,31,32,31,2,1,2,5,764.86,950,0,0,1093.37
5009288,0,29,0,0,19.6333333333333,0,0,0,0,0,0,5,1,0,1,1397.94,1500,4,6,1528.7
5009422,0,26,1,0,19.6,0,1,0,1,1,0,3,1,0,2,243.79,500,0,5,471.9
5009435,0,42,0,1,19.6,0,0,15,0,0,15,2,0,1,5,1028.96,1200,0,0,1255.15
5009489,0,23,0,1,19.6,0,31,61,92,0,0,0,1,1,5,1023.62,1000,1,1,1225.36
5009510,1,39,0,1,19.6,0,1,0,1,1,0,4,1,0,2,1556.03,1400,0,0,1556.03
5009528,1,32,0,1,19.6,0,0,0,1,32,0,2,1,1,4,431.92,1500,0,0,431.92
5009611,1,22,0,0,19.6,0,0,0,0,1,0,5,1,0,1,159.74,1250,0,1,208.56
5009762,0,23,1,0,19.5666666666667,0,1,0,1,1,0,4,1,0,2,577.46,1100,3,0,1510.74
5009885,1,21,1,0,19.5666666666667,0,0,0,21,0,0,3,1,0,3,796.16,1800,0,0,1422.42
5010114,0,28,0,0,19.5333333333333,0,0,0,1,1,0,3,1,0,3,739.64,800,7,5,747.21
5010160,1,35,0,0,19.5333333333333,0,0,0,21,0,0,3,1,0,2,220.01,1750,0,0,291.81
5010229,1,34,0,0,19.5333333333333,0,0,0,0,0,0,5,1,3,1,692.54,900,1,1,873.44
5010322,0,34,0,0,19.5,61,0,0,31,1,31,1,1,2,5,422.81,400,0,0,428.74
5010509,1,24,1,0,19.5,0,0,0,0,0,0,5,1,0,1,628.38,900,4,0,1051.62
5010767,1,43,1,0,19.4666666666667,0,0,0,0,0,0,5,1,0,1,1665.81,1750,0,0,1859.62
5010799,0,22,1,0,19.4666666666667,0,0,0,0,0,0,4,1,1,1,544.01,900,11,1,656.63
5011064,0,39,0,1,19.4666666666667,0,0,0,0,0,0,5,1,4,1,717.99,700,4,10,736
5011066,0,25,1,0,19.4666666666667,0,0,0,0,26,0,1,1,0,5,619.03,600,1,0,631.69
5011123,1,31,0,0,19.4666666666667,0,0,0,0,0,0,3,1,0,3,310.82,500,0,0,325.39
5011135,0,37,1,0,19.4666666666667,0,1,0,31,0,0,2,1,0,5,1047.4,1000,0,1,1047.4
5011200,0,28,0,0,19.4666666666667,20,51,20,0,21,51,1,1,2,5,1007.21,1500,0,0,1197.54
5011229,0,30,0,0,19.4666666666667,0,0,25,26,26,0,2,1,0,5,68.92,300,2,0,343.84
5011395,0,31,0,1,19.4333333333333,0,0,0,0,0,0,4,1,0,2,258.58,700,0,0,726.67
5011406,0,21,0,0,19.4333333333333,0,0,0,26,0,25,1,1,1,5,454.55,400,0,0,454.55
5011427,0,36,1,0,19.4333333333333,0,0,0,0,26,56,2,1,2,5,204.61,400,0,0,449.01
5011516,0,26,1,0,19.4333333333333,56,0,0,0,0,0,1,1,0,3,695.31,700,0,1,695.31
5011534,1,67,0,1,19.4333333333333,0,0,20,21,52,51,1,0,1,5,206.39,400,0,0,345.2
5011551,1,46,1,0,19.4333333333333,0,26,0,0,0,0,2,1,0,5,343.99,800,0,0,514.45
5011591,1,24,1,0,19.4333333333333,0,26,0,0,0,25,1,1,1,4,577.24,530,1,0,588.97
5011601,0,43,1,0,19.4333333333333,0,0,0,21,21,20,2,1,1,4,9914.51,8700,4,9,10599.49
5011849,0,32,0,1,19.4,0,0,0,0,0,20,5,1,1,1,53.6,1000,0,1,123.85
5011868,0,34,0,1,19.4,20,0,0,0,0,0,3,1,1,2,198.98,500,0,6,198.98
5011900,0,35,1,0,19.4,0,21,0,0,0,20,3,1,0,3,1563.62,1500,2,0,2736.28
5011916,0,34,0,0,19.4,20,0,0,0,21,0,3,1,0,5,469.26,800,1,0,771.64
5012045,0,45,1,1,19.4,0,1,0,1,1,0,2,1,0,4,715.74,700,2,0,715.74
5012147,0,42,0,0,19.3666666666667,0,0,0,0,0,0,1,1,0,2,40,700,0,0,438.26
5012390,0,44,1,1,19.3666666666667,20,0,0,21,21,0,0,0,0,5,210.31,500,0,0,251.42
5012544,0,28,0,0,19.3333333333333,0,0,0,0,0,20,4,1,1,1,503.85,700,0,1,641.65
5012678,0,24,0,0,19.3,51,0,0,0,0,20,2,0,1,4,810.5,800,2,0,899.27
5012720,0,43,0,0,19.3,0,1,0,1,1,0,3,1,0,2,121.24,1000,2,3,1220.61
5012818,1,49,1,0,19.3,0,0,0,0,0,0,6,1,0,1,139.08,800,2,0,769.57
5013033,0,42,1,0,19.3,20,21,51,21,0,0,0,1,4,5,865.59,1200,0,0,1214.8
5013171,0,31,0,0,19.2666666666667,0,0,0,0,21,20,2,1,0,2,261.57,300,1,4,324.33
5013338,1,46,1,0,19.2666666666667,0,0,0,0,0,0,4,1,0,1,904.43,1050,0,0,1125.45
5013507,0,46,1,0,19.2666666666667,0,0,0,16,0,0,4,1,0,2,44.12,800,0,0,846.75
5013611,1,51,1,1,19.2333333333333,0,0,0,0,0,0,3,1,2,2,608.62,700,0,0,655.18
5013627,0,52,0,0,19.2333333333333,15,0,0,0,0,15,3,0,1,3,503.94,700,1,7,769.01
5013697,1,31,0,0,19.2333333333333,15,0,15,16,47,15,1,1,1,5,929.73,1700,0,1,1743.9
5013734,0,45,1,0,19.2333333333333,0,1,0,1,32,0,2,1,0,5,151.08,500,1,2,460.49
5013802,0,24,0,0,19.2333333333333,0,0,0,0,0,0,3,1,1,1,515.16,800,2,4,917.26
5013847,0,54,0,0,19.2333333333333,0,16,46,46,0,0,1,0,1,5,3279.51,1800,4,6,4598.73
5013966,0,57,0,1,19.2333333333333,0,26,25,26,0,0,2,1,1,4,506.58,500,1,0,506.58
5013983,1,44,0,1,19.2333333333333,0,16,15,0,0,0,2,1,4,5,391,500,1,0,391
5014009,0,26,1,0,19.2333333333333,0,0,15,16,0,15,2,1,1,5,557.95,700,2,0,557.95
5014076,1,65,1,1,19.2,0,0,0,1,1,0,2,1,0,4,794.13,2300,0,1,2312.53
5014121,1,28,0,1,19.2,15,0,0,0,0,0,2,1,0,2,1498.67,3800,7,0,3961.92
5014263,0,32,0,1,19.2,0,0,0,1,1,31,2,1,2,3,1115.74,1300,1,2,1202.71
5014347,0,21,0,0,19.2,0,0,0,16,47,0,1,1,0,4,550.92,1000,3,0,1520.4
5014367,1,26,0,0,19.2,0,0,0,0,0,0,4,1,0,1,4001.04,4900,0,0,6101.4
5014374,1,39,0,0,19.2,0,0,0,0,0,0,6,1,0,1,327.09,900,4,3,1054.82
5014676,1,45,0,0,19.1666666666667,0,0,0,0,0,0,2,1,5,2,29.61,500,0,0,583.81
5014690,0,25,0,0,19.1666666666667,0,0,15,0,0,0,3,1,0,2,132.82,400,0,0,234.05
5014836,0,30,0,0,19.1333333333333,0,0,0,0,16,0,3,1,0,2,679.84,1000,0,0,1063.07
5014927,0,49,0,0,19.1333333333333,0,0,0,0,0,5,2,1,0,2,1376.03,1400,5,6,1376.03
5014950,1,44,0,0,19.1333333333333,0,0,0,0,0,0,5,1,0,1,346.76,600,0,4,527.92
5015014,0,27,0,0,19.1333333333333,36,67,0,6,6,36,1,0,4,5,261.01,600,0,0,768.23
5015059,1,47,0,1,19.1,0,0,0,0,0,0,4,1,0,1,1729.06,1500,0,2,2052.28
5015133,1,37,0,0,19.1,0,0,0,0,0,0,5,1,0,1,77.58,2500,0,0,1591.77
5015219,1,29,1,0,19.1,0,0,0,6,0,0,4,1,0,1,978.41,1500,1,2,1420.3
5015255,0,24,0,0,19.1,5,6,36,6,37,0,3,1,1,4,839.07,900,1,2,1054.56
5015268,0,40,0,1,19.1,0,0,20,51,0,20,1,1,1,4,528.72,500,0,0,593.97
5015309,1,34,0,0,19.0666666666667,5,0,5,6,6,5,4,1,0,2,930.95,1450,4,0,1947
5015350,0,31,0,0,19.0666666666667,10,11,41,11,42,0,1,1,1,5,491.98,500,0,0,560.33
5015403,0,46,0,1,19.0666666666667,0,1,0,1,1,0,3,1,1,2,508.43,500,7,8,602.69
5015458,0,43,0,0,19.0666666666667,0,0,5,6,0,0,2,1,0,3,407.09,700,0,1,705.85
5015591,0,41,1,1,19.0666666666667,5,6,36,0,0,5,1,1,0,5,361.98,500,0,0,634.65
5015638,0,21,0,0,19.0333333333333,10,11,10,41,0,10,1,1,1,5,34.36,500,0,0,518.45
5015871,0,37,0,1,19.0333333333333,0,1,0,0,1,31,3,1,2,2,1441.26,1700,3,20,1605.24
5015911,0,29,1,0,19.0333333333333,0,0,10,11,0,10,3,1,1,3,288.82,500,0,0,349.89
5015980,0,31,0,0,19.0333333333333,0,1,0,0,1,0,1,0,4,4,511.51,500,5,0,530.92
5015988,0,23,1,0,19.0333333333333,5,36,0,6,37,36,2,1,2,5,396.67,600,1,3,816.49
5016010,0,54,0,0,19.0333333333333,5,6,5,6,6,5,1,1,2,4,320.2,1000,0,0,1038.76
5016028,1,33,0,0,19.0333333333333,0,0,0,0,0,0,5,1,0,1,604.15,900,0,0,896.52
5016144,0,43,1,0,19,0,26,0,0,0,0,4,1,0,1,624.85,500,3,0,796.95
5016175,0,46,1,0,19,5,6,5,36,6,36,2,1,2,5,378.61,700,0,0,702.69
5016240,0,28,1,0,19,0,11,10,41,42,41,2,1,2,5,556.42,3500,0,0,1372.68
5016246,0,21,0,0,19,0,26,0,0,0,0,4,1,1,1,645.21,500,0,0,645.21
5016251,0,28,1,0,19,0,0,0,0,0,25,1,0,0,2,191.06,500,0,0,493.83
5016297,1,37,0,1,19,0,11,0,11,0,10,3,1,0,2,602.55,600,0,2,687.63
5016412,0,24,0,0,19,0,0,0,0,11,0,4,1,4,2,27.45,900,7,2,769.02
5016469,1,29,0,0,19,0,6,5,6,37,0,2,1,0,5,456.2,700,7,4,700.62
5016519,0,44,1,1,19,5,6,5,6,0,5,2,1,1,4,361.07,400,1,4,407.77
5016557,0,54,0,0,19,0,0,0,0,0,0,5,1,0,1,638.4,650,0,9,638.4
5016585,0,39,1,0,19,5,6,36,36,0,0,2,1,0,4,501.29,500,5,1,561.66
5016587,1,50,1,1,19,0,0,0,0,0,0,5,1,0,1,766.59,800,0,5,782.04
5016608,1,54,1,1,18.9666666666667,0,0,0,0,0,0,6,1,0,1,377,500,0,1,537.13
5016630,1,49,0,1,18.9666666666667,0,0,0,0,0,0,5,1,0,1,4296.82,1600,4,10,4296.82
5016769,0,68,0,0,18.9666666666667,5,6,36,6,6,5,2,1,0,5,496,500,2,0,508.96
5016855,0,36,1,0,18.9666666666667,5,6,5,36,6,5,2,1,1,5,74.12,500,1,1,500.09
5016881,0,34,0,0,18.9666666666667,5,36,66,6,6,36,1,0,2,5,530.95,600,0,3,704.72
5016886,1,33,0,1,18.9666666666667,0,26,0,0,0,0,4,1,0,3,63.58,400,0,0,144.25
5017028,0,50,0,1,18.9666666666667,0,6,0,6,37,5,3,1,0,4,25.77,600,0,0,111.89
5017035,0,40,0,1,18.9666666666667,5,0,0,0,0,5,1,1,1,5,754.8,1000,1,0,1136.2
5017064,0,32,0,0,18.9666666666667,0,0,0,0,0,5,5,1,0,1,801.75,4250,1,5,944.43
5017249,0,51,1,0,18.9333333333333,5,6,5,36,6,36,2,1,2,5,87.7,700,0,0,624.37
5017307,0,30,0,1,18.9333333333333,36,6,36,67,0,0,1,1,0,5,32.58,500,0,0,566.93
5017314,0,28,0,1,18.9333333333333,36,6,5,36,6,36,1,1,2,5,278.48,500,0,0,521.47
5017367,0,40,0,1,18.9333333333333,0,0,0,0,0,5,1,1,0,3,699.58,700,0,1,703.13
5017424,1,55,0,0,18.9333333333333,0,0,0,0,0,0,5,1,0,1,1534.19,1400,9,2,1534.19
5017437,0,47,0,0,18.9333333333333,5,6,36,0,0,5,2,1,2,5,1541.77,1600,1,1,1778.76
5017464,1,34,0,0,18.9333333333333,0,0,0,0,0,0,5,1,0,1,1349.09,1600,4,3,1349.09
5017787,1,42,1,0,18.8666666666667,0,0,0,0,0,0,5,1,0,1,125.06,3200,0,0,677.76
5017793,1,55,1,0,18.8666666666667,5,0,5,0,0,0,6,1,0,1,262.6,500,0,2,262.6
5017811,0,39,1,1,18.8666666666667,5,6,5,6,6,5,2,1,0,5,289.83,350,0,0,289.83
5017833,1,33,1,0,18.8666666666667,0,0,5,6,0,0,4,1,0,1,172.11,350,9,0,385.38
5017834,0,60,1,0,18.8666666666667,0,31,0,31,1,31,1,1,4,5,174.24,700,0,0,676.32
5017952,0,30,0,0,18.8666666666667,0,1,0,31,1,0,1,1,3,5,486.71,500,0,2,533.07
5017957,1,42,0,0,18.8666666666667,0,0,0,0,0,0,5,1,0,1,1338.6,1100,6,3,1413.82
5018018,0,29,0,0,18.8333333333333,5,6,5,6,37,5,2,1,0,5,298.02,500,2,2,555.98
5018085,0,59,1,0,18.8333333333333,5,0,0,6,6,5,4,1,0,1,953.06,1000,5,1,953.06
5018137,0,63,0,0,18.8333333333333,0,0,5,6,6,0,4,1,1,2,457.68,500,1,20,679.89
5018175,1,32,0,0,18.8333333333333,5,6,5,6,6,5,4,1,0,2,203.86,500,0,0,516.52
5018278,1,25,0,0,18.8333333333333,5,0,0,6,0,5,2,1,0,3,530.12,500,0,0,535.83
5018292,1,35,1,1,18.8333333333333,0,0,0,0,0,0,5,1,0,1,492.16,500,5,6,557.04
5018386,0,27,0,0,18.8,0,1,31,0,1,0,5,1,0,1,202.14,1500,0,11,717.91
5018470,0,28,1,0,18.8,0,0,15,46,16,15,1,1,1,5,90.8,1000,0,0,185.53
5018502,1,26,1,0,18.8,0,1,0,1,1,0,1,1,0,2,33.63,500,1,0,501.52
5018526,1,38,1,0,18.8,0,0,0,6,0,0,4,1,0,1,820.11,900,0,0,1160.24
5018623,0,33,0,0,18.8,0,1,0,31,0,0,2,0,1,5,471.69,700,0,0,737.66
5018734,1,40,1,0,18.8,0,0,0,0,0,0,5,1,5,1,288.54,2500,0,0,883.14
5018743,0,28,1,0,18.8,0,1,0,0,1,31,2,1,2,5,2602.61,2500,1,0,2602.61
5018750,1,29,0,1,18.8,5,0,0,6,37,0,2,1,0,3,588.52,1000,9,1,1038.85
5018902,0,36,0,0,18.7666666666667,0,31,31,0,1,0,2,1,0,5,356.76,500,0,0,541.31
5019251,1,67,1,1,18.7666666666667,0,1,0,0,1,0,3,1,0,2,134.77,550,0,4,266.05
5019297,0,52,0,0,18.7666666666667,0,1,0,31,1,0,3,1,0,4,144.19,2000,0,0,144.19
5019528,0,66,0,1,18.7333333333333,0,0,0,1,1,0,3,1,3,1,397.64,400,8,6,446.22
5019660,0,43,0,0,18.7333333333333,0,1,0,1,1,0,5,1,0,1,771.57,1050,7,2,953.12
5019724,0,22,1,0,18.7333333333333,0,1,0,1,1,31,2,1,2,5,533.51,700,1,0,744.93
5019798,0,27,0,0,18.7333333333333,61,1,0,31,1,0,0,0,2,5,776.38,800,1,0,973.91
5019960,1,43,0,0,18.7,0,0,0,0,0,0,6,1,0,1,1560.58,2750,1,7,2212.11
5019979,1,52,0,0,18.7,0,0,0,1,0,0,5,1,0,1,6607.82,6250,0,0,6607.82
5019980,1,23,0,0,18.7,0,0,0,0,0,0,6,1,0,1,231.58,500,1,0,445.41
5019987,0,25,1,0,18.7,0,1,0,1,32,0,2,1,4,5,741.77,1300,0,2,1213.23
5020002,1,50,1,0,18.7,0,0,0,0,0,0,6,1,0,1,1078.87,1900,0,0,1774.21
5020065,0,69,0,1,18.7,31,31,31,31,1,31,0,1,0,5,317.73,600,0,0,652.21
5020279,1,35,1,0,18.6666666666667,0,1,0,1,1,0,4,1,0,1,150.37,500,0,2,597.61
5020280,0,31,1,1,18.6666666666667,0,1,31,1,1,31,1,1,0,5,455.69,500,1,0,547.06
5020423,0,29,0,0,18.6666666666667,0,31,61,92,1,0,0,1,1,5,267.99,2500,0,0,468.98
5020484,1,23,0,0,18.6333333333333,0,21,20,0,0,0,2,1,0,5,629.53,700,1,0,1351.86
5020569,0,28,0,1,18.6333333333333,0,1,0,31,0,0,2,1,0,5,355.25,500,0,2,398.41
5020611,1,37,1,0,18.6333333333333,0,0,0,0,0,0,4,1,0,1,928.94,900,5,6,950.56
5021011,0,51,0,1,18.6,36,36,0,6,37,36,1,1,2,5,1508.19,2000,0,0,1895.51
5021106,0,60,0,1,18.5666666666667,0,0,0,0,0,0,5,1,4,1,737.87,700,6,1,898.45
5021422,1,53,0,1,18.5666666666667,25,0,0,0,0,25,2,1,1,5,643.67,800,0,0,695.83
5021703,0,38,0,0,18.5333333333333,0,0,0,0,11,10,4,1,1,1,970.99,1400,0,5,1271.68
5021745,0,36,0,0,18.5333333333333,0,0,0,0,0,0,2,0,1,5,1100.59,1400,0,5,1468.4
5021842,0,51,1,0,18.5333333333333,0,0,0,0,0,20,4,1,0,1,1424.3,1400,6,17,1589.75
5021996,1,58,0,1,18.5333333333333,0,0,0,0,0,0,5,1,0,1,2007.99,1400,0,3,2007.99
5022007,1,28,1,0,18.5333333333333,0,0,0,0,0,0,6,1,0,1,1051.94,3350,0,1,1139.02
5022058,0,39,1,0,18.5,0,0,0,0,0,0,5,1,0,1,1004.75,1000,0,6,1004.75
5022105,0,56,0,0,18.5,0,0,0,0,0,0,4,1,1,1,1394.59,2750,0,0,1394.59
5022196,1,23,1,0,18.5,0,26,56,0,0,0,1,1,0,4,679.24,900,0,3,1437.59
5022224,1,46,0,1,18.5,0,0,0,0,0,0,3,1,0,3,157.91,500,0,0,262.1
5022257,1,26,0,0,18.5,0,0,0,0,0,0,4,1,0,2,283.72,5250,0,0,2405.48
5022311,1,54,1,1,18.5,0,0,0,0,0,0,5,1,0,1,443.36,1250,0,0,530.43
5022397,0,25,0,0,18.4666666666667,31,1,0,1,32,31,2,1,2,5,1891.5,2150,0,0,2736.06
5022458,0,37,0,1,18.4333333333333,20,0,20,0,0,0,2,1,3,5,671.59,700,0,0,768.36
5022516,1,30,0,0,18.4333333333333,0,0,0,0,0,0,2,1,0,2,128.08,500,0,2,478.32
5022545,0,44,0,0,18.4333333333333,0,0,0,1,32,0,3,1,0,2,662.32,700,0,2,748.47
5022941,0,47,0,1,18.4,0,0,0,21,21,20,2,1,0,5,1502.11,2000,0,0,2497.12
5023043,1,48,1,0,18.3666666666667,0,0,0,0,0,0,6,1,0,1,802.44,1400,0,2,802.44
5023052,1,29,0,0,18.3666666666667,0,0,0,1,1,0,3,1,0,2,1935.86,3650,0,0,2350.49
5023054,1,45,0,0,18.3666666666667,0,0,0,0,0,0,2,1,0,5,447.07,600,0,1,447.07
5023087,0,37,1,1,18.3666666666667,20,0,0,21,0,0,1,1,1,5,865.36,1100,0,0,967.27
5023110,1,40,0,0,18.3666666666667,0,1,0,1,1,0,3,1,0,3,1113.29,1150,1,0,1259.73
5023203,0,55,1,0,18.3666666666667,0,21,51,21,0,0,1,1,3,5,1037.99,1000,0,0,1168.48
5023309,0,22,0,0,18.3333333333333,0,0,20,21,0,20,1,1,2,5,334.02,500,0,0,486.75
5023354,1,40,0,0,18.3333333333333,0,0,0,0,0,0,6,1,0,1,2400.98,5800,0,9,2400.98
5023458,0,25,0,0,18.3333333333333,0,0,15,0,0,0,3,1,0,2,99.7,500,0,0,547.56
5023530,0,27,0,0,18.3333333333333,0,0,20,0,0,0,2,1,0,4,919.12,900,0,0,1533.27
5023546,1,30,0,0,18.3333333333333,0,0,0,0,0,0,3,1,0,2,684.72,700,4,0,749.75
5023590,0,36,0,0,18.3333333333333,0,0,0,21,21,20,2,1,4,4,568.61,600,4,7,703.23
5023642,1,27,0,0,18.3333333333333,10,0,0,0,11,10,3,1,1,3,958.04,1100,4,0,1112.19
5023664,0,36,0,0,18.3333333333333,0,21,0,0,21,20,2,1,3,5,255.84,500,1,0,537.41
5023668,0,44,0,0,18.3333333333333,0,21,0,21,21,51,1,1,2,5,711.44,1000,2,0,1254.54
5023694,1,24,0,0,18.3333333333333,20,0,0,0,0,0,3,1,0,1,712.43,700,0,1,868.65
5023786,0,25,0,0,18.3333333333333,20,0,0,0,0,0,2,1,1,4,160.66,1100,0,0,188.17
5023998,0,30,0,0,18.3,0,1,0,31,1,0,3,1,0,3,53.4,600,0,1,662.56
